age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
29;technician;married;secondary;no;7836;yes;no;unknown;19;jun;155;1;-1;0;unknown;no
28;blue-collar;single;secondary;no;1735;yes;no;cellular;20;apr;89;1;-1;0;unknown;no
29;technician;single;secondary;no;-247;no;yes;cellular;22;jul;211;1;-1;0;unknown;no
50;blue-collar;divorced;primary;no;134;no;no;unknown;8;may;263;2;-1;0;unknown;no
36;blue-collar;married;primary;no;6085;yes;no;unknown;16;jun;186;6;-1;0;unknown;no
50;technician;divorced;tertiary;no;-1455;yes;yes;cellular;6;feb;119;1;-1;0;unknown;no
57;technician;married;secondary;no;3858;no;no;cellular;27;mar;558;1;-1;0;unknown;no
52;blue-collar;married;primary;no;1054;no;no;cellular;4;aug;273;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;688;yes;no;unknown;6;may;174;2;-1;0;unknown;no
33;management;married;tertiary;no;415;no;no;cellular;4;may;75;5;167;1;other;no
59;housemaid;divorced;tertiary;no;0;no;no;cellular;20;apr;379;1;332;2;other;no
40;technician;married;secondary;no;0;yes;yes;cellular;26;jul;105;2;172;1;failure;no
37;management;married;tertiary;no;539;no;no;cellular;25;sep;168;2;45;1;failure;no
26;blue-collar;single;secondary;no;-116;yes;yes;unknown;9;may;208;1;-1;0;unknown;no
51;entrepreneur;married;tertiary;no;36935;yes;no;cellular;21;nov;41;1;-1;0;unknown;no
64;retired;married;secondary;no;504;no;no;cellular;11;aug;157;1;14;3;other;no
46;blue-collar;married;secondary;no;6215;no;no;unknown;16;jun;155;1;-1;0;unknown;no
33;blue-collar;married;primary;no;-195;no;no;unknown;20;sep;9;1;-1;0;unknown;no
33;management;married;tertiary;no;110;yes;yes;cellular;17;apr;125;4;-1;0;unknown;no
50;blue-collar;married;secondary;no;16;yes;no;cellular;7;may;290;1;356;11;failure;no
43;blue-collar;married;secondary;no;1927;yes;no;cellular;20;apr;149;1;152;1;failure;no
51;management;married;secondary;no;873;no;no;cellular;29;jan;273;1;-1;0;unknown;no
28;blue-collar;divorced;unknown;no;101;yes;no;unknown;28;may;126;4;-1;0;unknown;no
44;blue-collar;single;unknown;no;-101;yes;no;unknown;14;may;143;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;121;yes;no;unknown;8;may;617;2;-1;0;unknown;no
48;management;married;tertiary;no;717;no;no;telephone;29;jul;139;2;-1;0;unknown;no
30;management;married;tertiary;no;1476;yes;yes;unknown;3;jun;199;4;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;1686;yes;no;unknown;19;jun;9;28;-1;0;unknown;no
37;unemployed;divorced;tertiary;no;1592;yes;no;cellular;16;apr;60;1;-1;0;unknown;no
40;blue-collar;single;secondary;no;169;yes;no;cellular;20;apr;214;1;346;1;failure;no
42;admin.;single;tertiary;no;519;yes;no;unknown;2;jun;150;3;-1;0;unknown;no
27;housemaid;single;primary;no;494;no;no;cellular;5;feb;16;10;-1;0;unknown;no
35;blue-collar;married;primary;no;2878;yes;no;cellular;18;nov;140;2;-1;0;unknown;no
48;management;single;secondary;no;61;yes;no;unknown;28;may;198;1;-1;0;unknown;no
55;services;married;primary;no;255;yes;no;unknown;6;may;285;1;-1;0;unknown;no
26;blue-collar;single;secondary;no;249;yes;no;cellular;29;jan;235;3;262;5;failure;no
28;admin.;married;secondary;no;629;no;no;cellular;2;feb;160;4;-1;0;unknown;no
47;entrepreneur;married;secondary;no;318;no;no;cellular;4;aug;299;2;-1;0;unknown;no
46;technician;divorced;tertiary;no;288;yes;no;unknown;9;may;166;1;-1;0;unknown;no
38;services;single;primary;no;393;yes;no;cellular;14;may;200;1;-1;0;unknown;no
46;technician;married;secondary;no;0;no;no;cellular;6;aug;132;2;-1;0;unknown;no
38;management;married;tertiary;no;389;yes;no;unknown;6;may;262;1;-1;0;unknown;no
40;management;single;tertiary;no;-318;yes;yes;cellular;9;apr;133;1;-1;0;unknown;no
53;blue-collar;married;primary;no;880;no;no;cellular;31;jul;207;4;-1;0;unknown;no
31;admin.;married;secondary;no;8784;yes;no;unknown;21;may;63;2;-1;0;unknown;no
43;management;married;secondary;no;-100;yes;no;cellular;5;may;227;1;-1;0;unknown;no
55;self-employed;single;secondary;no;2607;yes;no;unknown;14;may;38;1;-1;0;unknown;no
57;retired;married;secondary;no;49;yes;yes;cellular;25;aug;93;4;-1;0;unknown;no
45;technician;married;tertiary;no;548;no;no;cellular;11;aug;108;4;-1;0;unknown;no
59;management;married;tertiary;no;0;yes;no;telephone;11;jul;189;1;-1;0;unknown;no
46;blue-collar;divorced;secondary;no;138;no;no;cellular;19;nov;277;1;-1;0;unknown;no
53;technician;married;secondary;no;1357;no;no;cellular;28;jan;146;1;-1;0;unknown;no
32;management;single;tertiary;no;0;no;no;cellular;29;aug;255;2;-1;0;unknown;no
48;blue-collar;married;secondary;no;5306;yes;no;cellular;18;may;66;2;368;1;failure;no
34;management;married;tertiary;no;1433;no;no;cellular;20;nov;111;3;104;3;failure;no
56;retired;married;secondary;no;728;no;no;cellular;31;jul;107;15;-1;0;unknown;no
53;blue-collar;single;primary;no;210;yes;no;cellular;15;may;984;1;368;1;failure;no
34;management;single;tertiary;no;3635;yes;no;unknown;27;may;68;9;-1;0;unknown;no
34;technician;single;tertiary;no;2047;yes;no;cellular;28;jul;57;5;-1;0;unknown;no
44;blue-collar;single;tertiary;no;827;yes;no;unknown;18;jun;65;4;-1;0;unknown;no
57;management;divorced;tertiary;no;0;no;yes;cellular;21;nov;61;2;-1;0;unknown;no
57;management;divorced;tertiary;no;160;no;no;cellular;13;aug;303;2;-1;0;unknown;no
60;technician;married;secondary;no;1139;no;no;cellular;6;feb;67;2;207;2;failure;no
33;admin.;married;secondary;no;220;yes;no;unknown;27;may;345;1;-1;0;unknown;no
43;management;divorced;tertiary;no;3820;no;no;cellular;19;aug;86;5;-1;0;unknown;no
37;management;single;tertiary;no;230;yes;yes;cellular;2;feb;120;2;272;1;failure;no
30;management;single;tertiary;no;1572;no;no;cellular;28;jan;200;1;-1;0;unknown;no
27;blue-collar;married;secondary;no;1341;yes;yes;unknown;30;may;254;2;-1;0;unknown;no
36;entrepreneur;married;tertiary;no;733;no;yes;telephone;14;jul;124;12;-1;0;unknown;no
26;admin.;married;secondary;no;354;yes;no;cellular;8;may;282;5;347;5;other;no
59;retired;single;secondary;no;30;yes;no;unknown;5;may;514;1;-1;0;unknown;no
35;management;single;tertiary;no;0;yes;no;unknown;2;jun;184;1;-1;0;unknown;no
47;blue-collar;married;primary;no;1294;yes;no;unknown;14;may;164;2;-1;0;unknown;no
53;retired;married;secondary;no;1296;yes;no;unknown;17;jun;115;1;-1;0;unknown;no
37;blue-collar;married;primary;no;3574;yes;no;cellular;19;nov;178;1;170;2;failure;no
56;services;married;secondary;no;1121;yes;no;unknown;15;may;176;2;-1;0;unknown;no
54;management;divorced;tertiary;no;92;no;yes;telephone;7;jul;86;4;-1;0;unknown;no
30;management;single;secondary;no;3259;yes;no;cellular;23;jul;495;1;-1;0;unknown;no
29;blue-collar;single;primary;no;722;yes;no;cellular;15;may;78;1;359;1;failure;no
52;management;married;tertiary;no;0;no;no;cellular;2;jun;77;3;-1;0;unknown;no
41;services;single;primary;no;5907;yes;no;cellular;21;nov;6;5;-1;0;unknown;no
38;technician;married;secondary;no;300;no;no;cellular;29;aug;125;5;-1;0;unknown;no
47;technician;single;secondary;no;-504;no;yes;cellular;22;jul;108;1;-1;0;unknown;no
27;blue-collar;single;secondary;no;113;no;no;cellular;22;jul;39;17;-1;0;unknown;no
56;technician;divorced;secondary;no;397;yes;no;unknown;8;may;185;7;-1;0;unknown;no
56;housemaid;married;primary;no;871;no;no;telephone;25;jul;149;1;-1;0;unknown;no
40;management;single;tertiary;no;0;yes;no;cellular;25;aug;79;2;95;4;success;no
26;management;single;tertiary;no;170;no;no;cellular;2;oct;160;2;109;1;success;no
40;management;married;tertiary;no;406;no;no;unknown;6;jun;262;1;-1;0;unknown;no
34;entrepreneur;single;tertiary;no;1068;yes;no;cellular;18;may;46;6;378;2;failure;no
30;management;single;tertiary;no;596;no;no;cellular;4;jun;125;2;-1;0;unknown;no
33;management;single;tertiary;no;373;no;yes;cellular;28;jan;169;3;93;1;failure;no
57;retired;divorced;primary;no;515;yes;no;unknown;13;may;288;2;-1;0;unknown;no
54;management;divorced;tertiary;no;787;no;no;cellular;6;aug;90;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;625;no;no;cellular;13;may;267;1;-1;0;unknown;no
29;services;single;secondary;no;-453;yes;no;cellular;21;jul;213;1;-1;0;unknown;no
43;admin.;married;secondary;no;101;yes;no;cellular;20;apr;131;2;349;3;failure;no
42;blue-collar;married;secondary;no;54;yes;no;unknown;28;may;268;1;-1;0;unknown;no
30;management;single;tertiary;no;409;no;no;cellular;3;feb;31;6;-1;0;unknown;no
39;technician;single;secondary;no;2910;yes;no;unknown;17;jun;157;5;-1;0;unknown;no
25;services;single;secondary;no;402;no;yes;cellular;7;jul;264;1;-1;0;unknown;no
35;management;single;tertiary;no;62;yes;no;cellular;5;may;214;4;15;3;success;no
25;student;married;secondary;no;37;no;no;unknown;24;jul;11;1;-1;0;unknown;no
36;management;single;tertiary;no;13315;no;no;cellular;28;jul;43;8;-1;0;unknown;no
27;student;single;tertiary;no;-148;yes;no;cellular;11;sep;146;3;224;1;other;no
53;retired;divorced;secondary;no;246;yes;no;cellular;29;jan;158;2;247;1;failure;no
42;admin.;married;unknown;no;642;yes;yes;unknown;16;may;509;2;-1;0;unknown;no
27;blue-collar;married;unknown;no;-442;yes;no;unknown;30;may;85;7;-1;0;unknown;no
43;entrepreneur;married;secondary;no;469;no;yes;cellular;20;aug;89;2;-1;0;unknown;no
53;entrepreneur;married;unknown;no;352;no;no;cellular;21;nov;199;1;-1;0;unknown;no
30;unknown;single;primary;no;13052;no;no;unknown;4;jun;140;1;-1;0;unknown;no
41;management;divorced;tertiary;no;1;yes;no;unknown;19;jun;244;1;-1;0;unknown;no
44;management;married;tertiary;no;126;yes;no;unknown;13;may;92;1;-1;0;unknown;no
49;management;married;secondary;no;6758;yes;yes;unknown;27;may;67;3;-1;0;unknown;no
37;services;divorced;secondary;no;523;no;no;unknown;20;jun;35;7;-1;0;unknown;no
52;management;married;tertiary;no;1065;yes;yes;cellular;21;nov;224;2;175;1;failure;no
44;technician;married;secondary;no;1319;no;no;cellular;4;jun;77;2;-1;0;unknown;no
50;housemaid;married;secondary;no;0;no;no;unknown;18;jun;551;1;-1;0;unknown;no
59;technician;single;secondary;no;571;no;yes;unknown;2;aug;25;1;-1;0;unknown;no
61;retired;married;secondary;no;286;no;no;cellular;7;oct;525;1;-1;0;unknown;no
48;management;married;secondary;no;286;no;no;cellular;12;aug;127;1;-1;0;unknown;no
33;technician;single;secondary;no;189;yes;no;unknown;14;may;260;1;-1;0;unknown;no
25;services;married;secondary;no;-97;yes;no;cellular;6;may;143;1;-1;0;unknown;no
40;management;married;tertiary;no;995;yes;no;cellular;22;jul;96;2;-1;0;unknown;no
47;unemployed;married;secondary;no;0;no;no;unknown;19;jun;284;1;-1;0;unknown;no
50;entrepreneur;divorced;tertiary;no;541;no;no;cellular;18;nov;204;1;-1;0;unknown;no
52;technician;married;secondary;no;1423;no;no;telephone;4;sep;384;1;91;1;other;no
40;technician;married;secondary;no;0;no;yes;unknown;26;jun;178;2;-1;0;unknown;no
51;entrepreneur;divorced;tertiary;no;315;no;no;cellular;11;oct;291;1;91;4;failure;no
51;blue-collar;married;tertiary;no;84;no;yes;unknown;27;jun;269;1;-1;0;unknown;no
55;technician;married;secondary;no;6043;no;no;cellular;19;nov;427;3;-1;0;unknown;no
28;technician;single;tertiary;no;-31;yes;no;unknown;19;may;257;1;-1;0;unknown;no
52;unemployed;married;primary;no;3175;no;no;cellular;2;feb;165;1;-1;0;unknown;no
36;technician;married;secondary;no;3763;yes;no;unknown;20;may;83;1;-1;0;unknown;no
57;blue-collar;married;secondary;no;-898;yes;yes;cellular;21;jul;322;3;-1;0;unknown;no
58;blue-collar;married;primary;no;66;yes;no;cellular;15;may;184;4;-1;0;unknown;no
35;services;married;secondary;no;44;yes;no;telephone;17;apr;377;2;-1;0;unknown;no
27;admin.;single;secondary;no;1327;no;no;cellular;12;apr;339;1;241;9;other;no
44;blue-collar;married;primary;no;0;yes;no;cellular;30;jul;83;2;-1;0;unknown;no
59;retired;married;secondary;no;0;no;no;cellular;6;aug;142;2;-1;0;unknown;no
37;blue-collar;single;secondary;no;223;yes;no;unknown;9;may;175;2;-1;0;unknown;no
44;entrepreneur;divorced;tertiary;no;20179;yes;yes;cellular;21;nov;163;1;-1;0;unknown;no
33;admin.;married;secondary;no;7;yes;no;cellular;20;nov;203;1;-1;0;unknown;no
27;technician;single;secondary;no;3267;no;yes;cellular;31;jul;62;13;-1;0;unknown;no
53;retired;divorced;secondary;no;-24;no;no;unknown;11;jun;303;1;-1;0;unknown;no
31;blue-collar;married;primary;no;50;yes;no;unknown;8;may;300;2;-1;0;unknown;no
30;blue-collar;married;primary;no;-430;yes;no;unknown;30;may;648;5;-1;0;unknown;no
41;blue-collar;married;primary;no;201;yes;no;cellular;4;feb;69;1;1;1;success;no
35;blue-collar;single;primary;no;-631;yes;no;cellular;28;jul;124;3;-1;0;unknown;no
59;unemployed;married;secondary;no;309;no;no;cellular;28;jan;300;1;-1;0;unknown;no
35;management;single;tertiary;no;714;yes;no;cellular;7;apr;263;2;224;22;failure;no
31;admin.;single;secondary;no;-302;yes;yes;unknown;27;may;235;5;-1;0;unknown;no
47;technician;married;secondary;no;72;no;no;unknown;29;may;278;1;-1;0;unknown;no
54;management;divorced;tertiary;no;129;yes;no;unknown;30;may;132;1;-1;0;unknown;no
26;blue-collar;married;secondary;no;155;no;yes;cellular;15;jul;76;3;-1;0;unknown;no
47;technician;divorced;secondary;no;2914;yes;no;cellular;18;aug;405;13;-1;0;unknown;no
30;entrepreneur;married;tertiary;no;23;yes;yes;cellular;19;nov;375;1;-1;0;unknown;no
46;technician;married;secondary;no;399;no;no;cellular;21;jul;156;1;-1;0;unknown;no
57;retired;married;primary;no;3123;yes;no;unknown;15;may;178;1;-1;0;unknown;no
37;admin.;married;secondary;no;313;yes;no;unknown;19;jun;11;7;-1;0;unknown;no
46;entrepreneur;married;secondary;no;294;yes;no;cellular;17;jul;228;1;-1;0;unknown;no
29;technician;married;tertiary;no;-722;no;yes;unknown;27;jun;121;4;-1;0;unknown;no
43;blue-collar;married;primary;no;238;yes;yes;cellular;12;may;178;1;-1;0;unknown;no
60;admin.;divorced;secondary;no;663;no;yes;cellular;30;jan;385;3;197;1;other;no
56;retired;married;secondary;no;0;no;no;cellular;26;jan;413;2;-1;0;unknown;no
46;technician;married;tertiary;no;0;yes;no;cellular;28;jan;58;1;-1;0;unknown;no
33;blue-collar;single;secondary;no;381;yes;no;cellular;7;may;1957;1;-1;0;unknown;no
38;blue-collar;single;primary;no;199;yes;no;unknown;27;may;268;4;-1;0;unknown;no
36;admin.;single;secondary;no;587;yes;no;cellular;13;apr;239;3;-1;0;unknown;no
42;blue-collar;divorced;primary;no;1563;yes;no;cellular;14;may;164;2;364;1;failure;no
50;admin.;married;secondary;no;106;no;yes;cellular;7;aug;59;2;-1;0;unknown;no
55;management;married;tertiary;no;505;yes;no;cellular;17;apr;58;1;316;1;other;no
51;technician;divorced;tertiary;no;363;yes;no;unknown;7;jan;7;1;-1;0;unknown;no
55;technician;married;secondary;no;0;no;no;unknown;6;may;160;3;-1;0;unknown;no
47;management;single;tertiary;no;714;yes;no;cellular;7;may;609;1;-1;0;unknown;no
49;admin.;married;secondary;no;300;no;no;cellular;12;aug;76;2;-1;0;unknown;no
42;admin.;single;secondary;no;243;yes;no;unknown;14;may;46;5;-1;0;unknown;no
41;management;single;tertiary;no;598;yes;no;cellular;17;apr;155;1;-1;0;unknown;no
35;admin.;married;secondary;no;160;yes;yes;cellular;16;apr;304;1;-1;0;unknown;no
56;unknown;married;unknown;no;15088;no;no;cellular;11;aug;179;4;-1;0;unknown;no
37;management;single;secondary;no;793;no;no;cellular;7;oct;130;1;-1;0;unknown;no
51;admin.;married;secondary;no;1574;no;no;cellular;4;feb;149;2;-1;0;unknown;no
30;student;single;secondary;no;336;no;no;cellular;29;jan;67;1;-1;0;unknown;no
33;blue-collar;married;primary;no;1165;yes;no;unknown;21;may;420;2;-1;0;unknown;no
56;retired;divorced;tertiary;no;2774;no;no;unknown;6;jun;1288;3;-1;0;unknown;no
59;admin.;married;secondary;no;1001;no;no;unknown;6;jun;175;2;-1;0;unknown;no
56;management;married;tertiary;no;15520;no;no;cellular;18;nov;420;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;0;yes;no;unknown;5;jun;83;2;-1;0;unknown;no
49;blue-collar;divorced;primary;no;912;no;no;unknown;20;jun;170;2;-1;0;unknown;no
27;self-employed;single;tertiary;no;1393;no;no;cellular;31;mar;382;1;271;1;failure;no
54;technician;married;secondary;no;4475;yes;no;cellular;19;nov;108;1;-1;0;unknown;no
33;technician;single;secondary;no;77;yes;yes;unknown;2;jun;354;1;-1;0;unknown;no
36;technician;married;secondary;no;-8;yes;no;unknown;26;may;180;2;-1;0;unknown;no
44;management;divorced;tertiary;no;0;no;no;cellular;28;aug;70;10;-1;0;unknown;no
53;admin.;married;secondary;no;769;no;no;cellular;4;aug;59;1;-1;0;unknown;no
36;blue-collar;divorced;secondary;no;1237;yes;no;unknown;20;jun;310;2;-1;0;unknown;no
60;management;married;secondary;no;358;no;no;unknown;18;jun;74;2;-1;0;unknown;no
23;services;married;secondary;no;83;yes;no;cellular;6;may;199;1;358;1;failure;no
45;self-employed;married;tertiary;no;125;no;no;cellular;29;jan;304;2;-1;0;unknown;no
35;management;divorced;tertiary;no;457;yes;no;cellular;5;feb;114;3;-1;0;unknown;no
31;management;single;tertiary;no;33;no;no;cellular;19;aug;158;2;-1;0;unknown;no
42;management;married;tertiary;no;3718;yes;no;cellular;6;aug;50;2;-1;0;unknown;no
35;technician;married;secondary;no;23876;no;no;cellular;18;aug;191;2;-1;0;unknown;no
57;management;married;primary;no;772;yes;no;telephone;8;sep;201;1;292;1;failure;no
30;unemployed;single;tertiary;no;4082;no;no;telephone;14;jun;215;1;459;17;other;no
40;entrepreneur;married;secondary;no;0;yes;yes;unknown;15;may;435;1;-1;0;unknown;no
29;technician;divorced;secondary;no;477;yes;yes;cellular;11;may;58;1;305;1;failure;no
42;self-employed;married;tertiary;no;2821;no;no;unknown;11;jun;203;2;-1;0;unknown;no
58;retired;married;primary;no;3401;yes;no;cellular;3;feb;84;3;265;2;failure;no
37;unemployed;single;tertiary;no;1316;yes;no;cellular;18;nov;389;1;172;2;failure;no
30;management;single;tertiary;no;171;no;no;cellular;25;aug;301;4;-1;0;unknown;no
32;entrepreneur;married;tertiary;no;281;yes;no;telephone;20;apr;18;5;349;2;failure;no
54;admin.;married;secondary;no;0;yes;yes;cellular;23;jul;117;1;-1;0;unknown;no
30;admin.;married;secondary;no;695;yes;no;cellular;13;apr;478;2;-1;0;unknown;no
35;technician;married;secondary;no;19;yes;no;unknown;9;may;130;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;-183;yes;yes;cellular;28;aug;8;13;-1;0;unknown;no
54;management;married;tertiary;no;0;no;no;unknown;5;may;120;2;-1;0;unknown;no
29;blue-collar;married;primary;no;10045;yes;no;cellular;16;apr;617;1;322;4;failure;no
40;technician;married;secondary;no;0;yes;no;cellular;17;nov;74;2;196;1;failure;no
28;management;married;tertiary;no;13186;yes;no;unknown;27;may;466;2;-1;0;unknown;no
35;blue-collar;married;primary;no;0;yes;no;unknown;6;may;154;2;-1;0;unknown;no
34;services;divorced;secondary;no;380;yes;yes;cellular;25;jul;102;2;-1;0;unknown;no
50;admin.;married;secondary;no;3258;no;yes;cellular;14;jul;56;2;-1;0;unknown;no
28;admin.;single;secondary;no;1408;no;no;cellular;13;aug;166;1;78;2;failure;no
47;technician;married;secondary;no;2781;yes;no;unknown;15;may;855;4;-1;0;unknown;no
20;student;single;secondary;no;53;no;no;cellular;11;aug;203;1;-1;0;unknown;no
36;admin.;married;secondary;no;606;yes;no;cellular;2;feb;102;2;-1;0;unknown;no
52;housemaid;divorced;primary;no;1697;no;no;unknown;20;jun;153;1;-1;0;unknown;no
37;management;married;tertiary;no;1170;no;yes;unknown;17;jun;153;3;-1;0;unknown;no
25;admin.;single;secondary;no;61;yes;no;unknown;9;may;345;9;-1;0;unknown;no
32;management;married;tertiary;no;421;no;no;cellular;6;aug;851;6;-1;0;unknown;no
42;blue-collar;married;primary;no;1059;yes;no;unknown;20;may;163;2;-1;0;unknown;no
47;housemaid;single;tertiary;no;3232;no;no;telephone;16;mar;294;1;274;2;failure;no
57;entrepreneur;married;tertiary;no;1681;no;no;cellular;25;jul;159;1;-1;0;unknown;no
31;services;married;secondary;no;338;yes;no;cellular;28;jan;155;1;-1;0;unknown;no
52;services;married;secondary;no;-178;yes;yes;cellular;11;may;124;2;347;1;failure;no
48;management;single;secondary;no;1106;no;yes;cellular;8;jul;265;1;-1;0;unknown;no
38;management;single;tertiary;no;690;yes;no;unknown;20;may;34;1;-1;0;unknown;no
52;technician;married;unknown;no;133;yes;no;unknown;7;may;253;8;-1;0;unknown;no
30;self-employed;married;secondary;no;2153;yes;no;cellular;20;nov;139;1;-1;0;unknown;no
52;blue-collar;married;primary;no;142;no;no;telephone;10;jul;924;5;-1;0;unknown;no
35;blue-collar;married;primary;no;305;yes;no;cellular;25;jul;168;2;-1;0;unknown;no
57;management;married;unknown;no;1054;no;no;unknown;20;jun;25;3;-1;0;unknown;no
35;blue-collar;married;secondary;no;4;no;no;unknown;9;jun;130;2;-1;0;unknown;no
52;admin.;married;secondary;no;1746;no;no;cellular;30;jul;142;9;-1;0;unknown;no
49;blue-collar;married;primary;no;3652;yes;yes;cellular;11;may;568;1;285;2;other;no
53;management;married;secondary;no;1925;yes;no;unknown;26;may;153;1;-1;0;unknown;no
44;management;married;tertiary;no;7485;no;no;cellular;5;aug;187;2;-1;0;unknown;no
41;entrepreneur;married;unknown;no;89;yes;no;unknown;6;may;333;2;-1;0;unknown;no
51;services;married;secondary;no;272;no;yes;cellular;8;jul;217;1;-1;0;unknown;no
50;blue-collar;married;primary;no;27;yes;no;cellular;24;jul;142;1;-1;0;unknown;no
29;technician;married;tertiary;no;-983;yes;yes;cellular;31;jul;58;2;-1;0;unknown;no
33;entrepreneur;married;tertiary;no;775;yes;yes;cellular;30;jul;60;3;-1;0;unknown;no
41;admin.;single;secondary;no;4464;yes;no;telephone;21;jul;1425;2;-1;0;unknown;no
60;technician;married;tertiary;no;6573;yes;no;cellular;6;nov;126;2;87;2;failure;no
35;management;married;tertiary;no;178;no;no;cellular;14;aug;76;2;-1;0;unknown;no
27;technician;single;secondary;no;126;yes;yes;cellular;4;jul;436;4;-1;0;unknown;no
32;admin.;married;secondary;yes;-166;yes;no;cellular;6;may;129;3;-1;0;unknown;no
40;management;divorced;tertiary;no;502;yes;no;cellular;3;feb;267;4;270;3;other;no
36;admin.;married;secondary;no;402;yes;no;unknown;14;may;482;2;-1;0;unknown;no
41;blue-collar;divorced;primary;no;1887;no;no;unknown;12;jun;168;2;-1;0;unknown;no
42;management;divorced;tertiary;no;9;yes;no;cellular;21;jul;509;1;-1;0;unknown;no
32;management;single;tertiary;no;316;yes;no;cellular;29;jan;215;3;-1;0;unknown;no
59;entrepreneur;divorced;tertiary;no;-869;no;yes;cellular;9;jul;113;1;-1;0;unknown;no
30;services;married;secondary;no;208;no;yes;cellular;28;jul;213;3;-1;0;unknown;no
34;management;married;tertiary;no;118;no;yes;telephone;17;jul;171;3;-1;0;unknown;no
29;blue-collar;single;secondary;no;0;no;no;cellular;6;feb;437;2;-1;0;unknown;no
42;self-employed;married;tertiary;no;52;yes;no;cellular;16;apr;432;1;-1;0;unknown;no
49;management;married;tertiary;no;17432;no;no;cellular;17;nov;102;1;-1;0;unknown;no
31;entrepreneur;married;tertiary;no;312;no;no;cellular;29;jan;468;2;-1;0;unknown;no
37;unemployed;married;secondary;no;4769;no;no;cellular;29;jan;124;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;220;yes;no;cellular;29;jan;207;2;-1;0;unknown;no
37;blue-collar;married;secondary;no;2066;yes;yes;cellular;31;jul;34;5;-1;0;unknown;no
40;blue-collar;married;secondary;no;755;no;no;cellular;17;nov;408;1;117;1;failure;no
32;management;single;tertiary;no;0;no;no;cellular;4;may;417;2;-1;0;unknown;no
40;services;single;secondary;no;573;yes;no;cellular;14;may;329;1;-1;0;unknown;no
67;retired;single;tertiary;no;3377;no;no;telephone;23;apr;77;2;-1;0;unknown;no
48;management;married;primary;no;1910;yes;no;unknown;29;may;413;2;-1;0;unknown;no
58;retired;divorced;secondary;no;-370;no;no;cellular;17;nov;1449;1;-1;0;unknown;no
31;blue-collar;married;tertiary;no;982;yes;yes;cellular;2;mar;142;2;-1;0;unknown;no
45;technician;single;secondary;no;-55;no;no;cellular;16;jul;124;1;-1;0;unknown;no
55;admin.;divorced;secondary;no;-288;yes;no;cellular;14;may;62;4;352;2;failure;no
51;technician;married;secondary;no;8863;no;no;cellular;19;nov;435;2;-1;0;unknown;no
61;retired;divorced;secondary;no;410;no;yes;cellular;31;jul;470;4;-1;0;unknown;no
58;unknown;divorced;secondary;no;3111;yes;no;unknown;13;may;166;2;-1;0;unknown;no
53;admin.;divorced;secondary;no;-112;no;no;unknown;19;jun;394;1;-1;0;unknown;no
30;entrepreneur;married;secondary;no;392;yes;no;cellular;6;may;124;1;167;3;failure;no
44;unemployed;married;secondary;no;2756;no;no;cellular;30;mar;57;4;-1;0;unknown;no
34;management;single;secondary;no;1995;yes;no;cellular;20;nov;129;2;-1;0;unknown;no
54;management;married;secondary;no;282;yes;yes;unknown;5;may;154;1;-1;0;unknown;no
32;management;married;tertiary;no;169;no;yes;cellular;20;aug;119;2;-1;0;unknown;no
33;management;single;tertiary;no;1909;no;no;cellular;8;aug;191;2;-1;0;unknown;no
55;technician;divorced;secondary;no;929;no;yes;telephone;28;sep;80;3;-1;0;unknown;no
39;unemployed;married;tertiary;no;1108;yes;no;cellular;18;nov;191;2;-1;0;unknown;no
40;services;married;primary;no;2469;no;yes;unknown;19;jun;202;2;-1;0;unknown;no
51;self-employed;married;primary;no;0;yes;no;telephone;22;jul;215;1;-1;0;unknown;no
57;services;divorced;primary;no;2225;yes;no;cellular;18;may;8;4;-1;0;unknown;no
46;technician;divorced;secondary;no;119;yes;no;unknown;27;may;106;1;-1;0;unknown;no
28;management;single;unknown;yes;101;yes;no;unknown;9;may;224;3;-1;0;unknown;no
46;management;married;secondary;no;10;yes;no;cellular;29;jul;122;7;-1;0;unknown;no
35;blue-collar;divorced;secondary;no;3102;yes;no;cellular;20;nov;138;1;-1;0;unknown;no
29;technician;single;unknown;no;0;no;yes;cellular;22;jul;338;6;-1;0;unknown;no
54;blue-collar;married;primary;no;489;yes;yes;cellular;20;apr;280;4;287;3;other;no
52;housemaid;married;secondary;no;3034;no;no;unknown;9;jun;206;2;-1;0;unknown;no
38;technician;divorced;secondary;no;566;yes;no;cellular;8;may;44;2;275;2;failure;no
39;admin.;single;secondary;no;35;no;no;unknown;11;jun;242;1;-1;0;unknown;no
38;admin.;married;primary;no;-175;yes;no;telephone;21;jul;86;9;-1;0;unknown;no
49;management;married;tertiary;no;734;yes;no;cellular;7;may;42;2;324;3;failure;no
25;student;single;tertiary;no;5;no;no;cellular;29;sep;138;1;-1;0;unknown;no
58;blue-collar;married;secondary;no;0;no;no;unknown;5;jun;267;2;-1;0;unknown;no
27;services;single;secondary;no;468;yes;no;cellular;13;may;109;1;-1;0;unknown;no
